public,air-etl-f23-a,SG002ZVWTH,public,Radio 2,00:0f:61:85:85:b1
public,air-etl-i13-a,SG032ZVW8V,public,Radio 2,00:0f:61:5a:da:41
public,air-etl-i25-a,SG032ZVW0M,public,Radio 2,00:0f:61:5a:d8:81
public,air-etl-k11-a,SG032ZVW9T,public,Radio 2,00:0f:61:5a:d7:71
public,air-etl-k25-a,SG032ZVW4D,public,Radio 2,00:0f:61:5c:de:81
public,air-etz-c60-5-a,K116-00325,public,Radio 2,00:03:52:5d:20:81
public,air-etz-c83-a,K116-00278,public,Radio 2,00:03:52:5d:1b:11
public,air-etz-c91-a,SG002ZVXQX,public,Radio 2,00:0f:61:50:aa:a1
public,air-etz-c96-a,SG935ZV0CY,public,Radio 2,00:0f:61:1a:0f:e1
public,air-etz-c99-a,SG003ZVW0J,public,Radio 2,00:0f:61:4f:37:41
public,air-etz-d51-1-a,SG002ZVXPN,public,Radio 2,00:0f:61:53:1d:b1
public,air-etz-d66-a,SG950ZVW8Q,public,Radio 2,00:0f:61:85:6a:d1
public,air-etz-d96-1-a,SG933ZV06W,public,Radio 2,00:0f:61:1a:12:61
public,air-etz-e52-a,SG002ZVXRQ,public,Radio 2,00:0f:61:53:1b:71
public,air-etz-e6-a,SG934ZV00W,public,Radio 2,00:0f:61:1a:1e:d1
public,air-etz-e7-a,SG046ZVW8T,public,Radio 2,00:0f:61:5b:df:e1
public,air-etz-e8-a,SG003ZVWL6,public,Radio 2,00:0f:61:4f:3e:71
public,air-etz-e9-a,SG002ZVXSM,public,Radio 2,00:0f:61:50:ae:21
public,air-etz-e90-1-a,SG003ZVWLD,public,Radio 2,00:0f:61:4f:3d:b1
public,air-etz-e97-a,K163-01222,public,Radio 2,00:03:52:82:0c:91
public,air-etz-f60-2-a,SG046ZVW01,public,Radio 2,00:0f:61:5b:e2:41
public,air-etz-f60-7-a,SG002ZVXV8,public,Radio 2,00:0f:61:50:ab:91
public,air-etz-f61-1-a,SG046ZVW7G,public,Radio 2,00:0f:61:5b:e5:51
public,air-etz-f65-a,SG046ZVW82,public,Radio 2,00:0f:61:5b:e1:c1
public,air-etz-f69-a,SG003ZVWQ4,public,Radio 2,00:0f:61:51:b0:c1
public,air-etz-f74-a,SG0399L153,public,Radio 2,00:24:a8:aa:d1:91
public,air-etz-f91-a,SG003ZVXVL,public,Radio 2,00:0f:61:4f:b7:d1
public,air-etz-g60-2-a,SG002ZVWTL,public,Radio 2,00:0f:61:86:00:41
public,air-etz-g60-7-a,SG003ZVX5B,public,Radio 2,00:0f:61:4f:3e:a1
public,air-etz-g61-2-a,SG032ZVWC2,public,Radio 2,00:0f:61:5a:5a:b1
public,air-etz-g64-3-a,SG002ZVXK8,public,Radio 2,00:0f:61:50:ae:a1
public,air-etz-g69-a,SG003ZVX0D,public,Radio 2,00:0f:61:4f:b8:31
public,air-etz-g74-a,SG003ZVX0C,public,Radio 2,00:0f:61:4f:b8:21
public,air-etz-g91-a,SG003ZVWL5,public,Radio 2,00:0f:61:4f:3d:51
public,air-etz-h60-2-a,SG002ZVWQY,public,Radio 2,00:0f:61:50:97:f1
public,air-etz-h60-7-a,SG002ZVXY9,public,Radio 2,00:0f:61:50:ae:01
public,air-etz-h61-1-a,SG002ZVX8N,public,Radio 2,00:0f:61:53:1f:01
public,air-etz-h65-a,SG032ZVWF3,public,Radio 2,00:0f:61:5d:5c:01
public,air-etz-h68-2-a,SG003ZVX4D,public,Radio 2,00:0f:61:4f:b7:11
public,air-etz-h74-a,SG003ZVWZZ,public,Radio 2,00:0f:61:4f:3e:e1
public,air-etz-h91-a,SG003ZVWZP,public,Radio 2,00:0f:61:4f:b7:e1
public,air-etz-j60-2-a,SG002ZVWNR,public,Radio 2,00:0f:61:50:97:51
public,air-etz-j60-7-a,SG002ZVXTK,public,Radio 2,00:0f:61:53:1e:b1
public,air-etz-j65-a,SG003ZVWLG,public,Radio 2,00:0f:61:52:af:61
public,air-etz-j68-1-a,SG003ZVWPQ,public,Radio 2,00:0f:61:4f:3d:41
public,air-etz-j74-a,SG002ZVXPX,public,Radio 2,00:0f:61:53:1d:81
public,air-etz-j91-a,SG002ZVXR6,public,Radio 2,00:0f:61:50:aa:31
public,air-etz-k60-2-a,SG003ZVWLC,public,Radio 2,00:0f:61:4f:3e:11
public,air-etz-k60-7-a,SG002ZVW6J,public,Radio 2,00:0f:61:4f:29:b1
public,air-etz-k61-a,SG952ZVWFH,public,Radio 2,00:0f:61:81:04:51
public,air-etz-k65-a,SG0399L14P,public,Radio 2,00:24:a8:aa:6d:b1
public,air-etz-k69-1-a,SG002ZVXPL,public,Radio 2,00:0f:61:53:1d:91
public,air-etz-k74-a,SG003ZVX56,public,Radio 2,00:0f:61:52:af:e1
public,air-etz-k91-a,SG003ZVWL7,public,Radio 2,00:0f:61:4f:3e:61
public,air-fli-b10-a,SG034ZVW9H,public,Radio 2,00:0f:61:5e:5a:11
public,air-fmg-a12-a,B015-05446,public,Radio 2,00:03:52:31:bd:21
